run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[39].generic.np,0,138,0,0,249
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[77].generic.np,0,868,0,0,515
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[76].generic.np,0,177,0,0,991
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[41].generic.np,0,394,0,0,100
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[40].generic.np,0,292,0,0,238
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[61].generic.np,0,336,0,0,778
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[38].generic.np,0,1201,0,0,123
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[37].generic.np,0,846,0,0,536
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[75].generic.np,0,517,0,0,826
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[78].generic.np,0,58,0,0,636
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[77].generic.np,0,143,0,0,971
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[79].generic.np,0,1020,0,0,396
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[74].generic.np,0,61,0,0,537
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[45].generic.np,0,173,0,0,201
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[78].generic.np,0,943,0,0,457
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[30].generic.np,0,81,0,0,849
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[32].generic.np,0,568,0,0,658
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[31].generic.np,0,868,0,0,524
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[29].generic.np,0,355,0,0,214
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[36].generic.np,0,204,0,0,160
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[43].generic.np,0,313,0,0,463
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[44].generic.np,0,108,0,0,68
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[42].generic.np,0,125,0,0,3
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[33].generic.np,0,696,0,0,663
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[66].generic.np,0,128,0,0,3
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[68].generic.np,0,1297,0,0,106
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[67].generic.np,0,256,0,0,133
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[65].generic.np,0,155,0,0,231
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[69].generic.np,0,997,0,0,334
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[70].generic.np,0,177,0,0,1006
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[71].generic.np,0,96,0,0,140
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[63].generic.np,0,381,0,0,154
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[64].generic.np,0,126,0,0,0
RandomWaypointMobility-SPD-A-79-20220311-21:17:24-25816,900,19,TARPNetwork.node[62].generic.np,0,244,0,0,414
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[68].generic.np,0,102,0,0,259
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[69].generic.np,0,33,0,0,626
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[79].generic.np,0,81,0,0,383
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[73].generic.np,0,333,0,0,304
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[72].generic.np,0,275,0,0,979
RandomWaypointMobility-SPD-A-88-20220311-21:23:13-25816,900,28,TARPNetwork.node[66].generic.np,0,182,0,0,998
