run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[42].generic.np,0,1484,0,0,0
RandomWaypointMobility-DD-67-20220311-19:37:39-17512,900,7,TARPNetwork.node[78].generic.np,0,1478,0,0,0
RandomWaypointMobility-DD-67-20220311-19:37:39-17512,900,7,TARPNetwork.node[79].generic.np,0,1497,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[40].generic.np,0,1568,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[45].generic.np,0,1587,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[41].generic.np,0,1512,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[43].generic.np,0,1546,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[44].generic.np,0,1573,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[57].generic.np,0,1539,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[46].generic.np,0,1540,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[47].generic.np,0,1542,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[49].generic.np,0,1538,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[55].generic.np,0,1583,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[48].generic.np,0,1526,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[52].generic.np,0,1405,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[50].generic.np,0,1510,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[51].generic.np,0,1509,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[54].generic.np,0,1493,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[53].generic.np,0,1525,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[56].generic.np,0,1579,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[60].generic.np,0,1468,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[58].generic.np,0,1585,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[59].generic.np,0,1468,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[62].generic.np,0,1566,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[61].generic.np,0,1511,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[72].generic.np,0,1612,0,0,0
RandomWaypointMobility-DD-71-20220311-19:45:17-17512,900,11,TARPNetwork.node[66].generic.np,0,1544,0,0,0
