run,PauseTime,repetition,Module,nbDataPacketsForwarded
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[38].generic.np,898
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[24].generic.np,832
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[25].generic.np,745
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[41].generic.np,546
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[43].generic.np,897
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[32].generic.np,859
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[33].generic.np,850
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[34].generic.np,787
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[35].generic.np,785
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[36].generic.np,649
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[37].generic.np,958
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[23].generic.np,658
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[39].generic.np,806
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[40].generic.np,731
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[26].generic.np,689
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[42].generic.np,810
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[31].generic.np,556
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[44].generic.np,547
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[45].generic.np,490
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[46].generic.np,631
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[47].generic.np,1024
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[48].generic.np,941
RandomWaypointMobility-SPD-B-22-20211009-16:00:12-25000,0,22,TARPNetwork.node[13].generic.np,714
RandomWaypointMobility-SPD-B-19-20211009-15:57:52-25000,0,19,TARPNetwork.node[52].generic.np,722
