run,repetition,Module,nbDataPacketsForwarded
RandomWaypointMobility-10-20211009-00:05:42-11060,10,TARPNetwork.node[54].generic.np,2136
RandomWaypointMobility-10-20211009-00:05:42-11060,10,TARPNetwork.node[55].generic.np,2164
RandomWaypointMobility-10-20211009-00:05:42-11060,10,TARPNetwork.node[56].generic.np,2044
RandomWaypointMobility-10-20211009-00:05:42-11060,10,TARPNetwork.node[57].generic.np,2166
RandomWaypointMobility-10-20211009-00:05:42-11060,10,TARPNetwork.node[58].generic.np,1978
RandomWaypointMobility-10-20211009-00:05:42-11060,10,TARPNetwork.node[59].generic.np,2112
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[0].generic.np,2061
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[1].generic.np,2067
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[2].generic.np,1885
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[3].generic.np,1900
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[4].generic.np,2077
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[5].generic.np,2061
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[6].generic.np,2072
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[7].generic.np,2066
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[8].generic.np,2066
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[9].generic.np,1979
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[10].generic.np,2069
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[11].generic.np,2102
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[12].generic.np,2071
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[13].generic.np,1891
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[14].generic.np,2077
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[15].generic.np,2102
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[16].generic.np,1711
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[18].generic.np,2068
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[19].generic.np,2005
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[20].generic.np,2013
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[21].generic.np,1927
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[23].generic.np,2061
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[24].generic.np,2058
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[25].generic.np,2083
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[26].generic.np,2000
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[27].generic.np,2039
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[28].generic.np,2077
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[29].generic.np,2089
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[30].generic.np,1847
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[31].generic.np,2087
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[32].generic.np,2027
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[33].generic.np,2059
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[34].generic.np,1924
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[35].generic.np,2057
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[36].generic.np,2079
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[37].generic.np,1904
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[38].generic.np,2039
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[39].generic.np,2052
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[40].generic.np,1957
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[41].generic.np,2055
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[42].generic.np,2088
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[43].generic.np,2087
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[44].generic.np,1937
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[45].generic.np,2054
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[46].generic.np,1908
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[47].generic.np,2033
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[48].generic.np,2093
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[49].generic.np,2081
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[50].generic.np,2073
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[51].generic.np,2066
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[52].generic.np,1917
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[53].generic.np,1949
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[54].generic.np,2085
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[55].generic.np,2074
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[56].generic.np,2011
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[57].generic.np,2065
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[58].generic.np,2071
RandomWaypointMobility-2-20211009-00:07:38-316,2,TARPNetwork.node[59].generic.np,2089
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[0].generic.np,2130
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[1].generic.np,2140
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[2].generic.np,2119
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[3].generic.np,2087
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[4].generic.np,2129
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[5].generic.np,2138
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[6].generic.np,2095
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[7].generic.np,2090
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[8].generic.np,2155
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[9].generic.np,2120
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[10].generic.np,2040
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[11].generic.np,2136
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[12].generic.np,2152
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[13].generic.np,2142
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[14].generic.np,1817
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[15].generic.np,2147
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[16].generic.np,2095
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[18].generic.np,2099
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[19].generic.np,2110
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[20].generic.np,1968
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[21].generic.np,2134
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[23].generic.np,2115
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[24].generic.np,2131
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[25].generic.np,2007
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[26].generic.np,2144
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[27].generic.np,2070
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[28].generic.np,2023
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[29].generic.np,2103
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[30].generic.np,2122
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[31].generic.np,2121
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[32].generic.np,2081
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[33].generic.np,2150
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[34].generic.np,1978
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[35].generic.np,2153
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[36].generic.np,2120
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[37].generic.np,2138
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[38].generic.np,2146
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[39].generic.np,2083
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[40].generic.np,2114
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[41].generic.np,2105
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[42].generic.np,2144
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[43].generic.np,2120
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[44].generic.np,2125
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[45].generic.np,2119
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[46].generic.np,2156
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[47].generic.np,2157
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[48].generic.np,2062
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[49].generic.np,2155
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[50].generic.np,2103
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[51].generic.np,2122
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[52].generic.np,2119
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[53].generic.np,2152
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[54].generic.np,1858
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[55].generic.np,2104
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[56].generic.np,2103
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[57].generic.np,2089
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[58].generic.np,2076
RandomWaypointMobility-14-20211009-00:07:45-24964,14,TARPNetwork.node[59].generic.np,2134
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[0].generic.np,2086
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[1].generic.np,1926
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[2].generic.np,2084
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[3].generic.np,1992
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[4].generic.np,1910
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[5].generic.np,1855
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[6].generic.np,2033
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[7].generic.np,2073
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[8].generic.np,2108
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[9].generic.np,1929
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[10].generic.np,2030
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[11].generic.np,1973
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[12].generic.np,2107
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[13].generic.np,2062
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[14].generic.np,1983
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[15].generic.np,1963
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[16].generic.np,2081
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[18].generic.np,1918
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[19].generic.np,1984
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[20].generic.np,2108
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[21].generic.np,1852
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[23].generic.np,2097
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[24].generic.np,2052
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[25].generic.np,1913
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[26].generic.np,2084
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[27].generic.np,2095
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[28].generic.np,2043
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[29].generic.np,2107
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[30].generic.np,1879
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[31].generic.np,2077
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[32].generic.np,2073
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[33].generic.np,2101
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[34].generic.np,2052
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[35].generic.np,2004
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[36].generic.np,2008
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[37].generic.np,2074
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[38].generic.np,2065
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[39].generic.np,2102
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[40].generic.np,2089
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[41].generic.np,2069
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[42].generic.np,1948
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[43].generic.np,2091
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[44].generic.np,2106
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[45].generic.np,2092
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[46].generic.np,2091
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[47].generic.np,1892
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[48].generic.np,2098
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[49].generic.np,2099
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[50].generic.np,2070
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[51].generic.np,2100
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[52].generic.np,2080
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[53].generic.np,2103
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[54].generic.np,2093
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[55].generic.np,2102
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[56].generic.np,2021
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[57].generic.np,2059
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[58].generic.np,2078
RandomWaypointMobility-8-20211009-00:07:48-16112,8,TARPNetwork.node[59].generic.np,2096
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[0].generic.np,1860
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[1].generic.np,2082
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[2].generic.np,1999
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[3].generic.np,2015
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[4].generic.np,2077
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[5].generic.np,2029
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[6].generic.np,2084
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[7].generic.np,1999
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[8].generic.np,2028
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[9].generic.np,2037
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[10].generic.np,2001
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[11].generic.np,1938
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[12].generic.np,2016
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[13].generic.np,2039
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[14].generic.np,2019
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[15].generic.np,2059
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[16].generic.np,1963
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[18].generic.np,1915
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[19].generic.np,1959
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[20].generic.np,1967
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[21].generic.np,1962
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[23].generic.np,2067
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[24].generic.np,1912
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[25].generic.np,1890
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[26].generic.np,2028
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[27].generic.np,2115
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[28].generic.np,2103
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[29].generic.np,2099
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[30].generic.np,2052
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[31].generic.np,2078
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[32].generic.np,2059
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[33].generic.np,2008
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[34].generic.np,2060
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[35].generic.np,2094
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[36].generic.np,2062
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[37].generic.np,2057
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[38].generic.np,2071
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[39].generic.np,2008
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[40].generic.np,1899
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[41].generic.np,2069
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[42].generic.np,2087
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[43].generic.np,2062
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[44].generic.np,2041
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[45].generic.np,2012
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[46].generic.np,1972
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[47].generic.np,2089
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[48].generic.np,1916
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[49].generic.np,2038
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[50].generic.np,2096
RandomWaypointMobility-11-20211009-00:07:44-11060,11,TARPNetwork.node[51].generic.np,1969
