run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[11].generic.np,0,110,0,0,18
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[8].generic.np,0,108,0,0,33
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[9].generic.np,0,1698,0,0,70
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[10].generic.np,0,1698,0,0,29
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[22].generic.np,1.979977753059,0,899,899,0
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[23].generic.np,0,1695,0,0,76
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[24].generic.np,0,113,0,0,42
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[0].generic.np,0,928,0,0,11
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[17].generic.np,2.972602739726,0,876,900,0
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[16].generic.np,0,1775,0,0,0
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[13].generic.np,0,1733,0,0,35
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[14].generic.np,0,104,0,0,8
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[3].generic.np,0,888,0,0,51
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[15].generic.np,0,1695,0,0,21
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[6].generic.np,0,131,0,0,1581
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[7].generic.np,0,118,0,0,1586
RandomWaypointMobility-SPD-B-68-20220213-18:17:27-21156,900,8,TARPNetwork.node[2].generic.np,0,1724,0,0,67
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[20].generic.np,0,1720,0,0,1
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[21].generic.np,0,1695,0,0,76
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[19].generic.np,0,1698,0,0,73
RandomWaypointMobility-SPD-B-68-20220213-18:17:27-21156,900,8,TARPNetwork.node[3].generic.np,0,1752,0,0,40
RandomWaypointMobility-SPD-B-68-20220213-18:17:27-21156,900,8,TARPNetwork.node[4].generic.np,0,1681,0,0,91
RandomWaypointMobility-SPD-B-72-20220213-18:18:03-21156,900,12,TARPNetwork.node[12].generic.np,0,1685,0,0,110
RandomWaypointMobility-SPD-B-68-20220213-18:17:27-21156,900,8,TARPNetwork.node[5].generic.np,0,17,0,0,1761
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[1].generic.np,0,937,0,0,0
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[2].generic.np,0,860,0,0,79
RandomWaypointMobility-SPD-B-81-20220213-18:19:05-21156,900,21,TARPNetwork.node[18].generic.np,0,1775,0,0,0
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[6].generic.np,0,914,0,0,20
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[4].generic.np,0,931,0,0,8
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[5].generic.np,0,929,0,0,11
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[8].generic.np,0,939,0,0,0
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[7].generic.np,0,936,0,0,0
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[19].generic.np,0,939,0,0,0
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[20].generic.np,0,937,0,0,2
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[11].generic.np,0,928,0,0,7
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[9].generic.np,0,936,0,0,0
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[10].generic.np,0,920,0,0,14
RandomWaypointMobility-SPD-B-87-20220213-18:19:43-21156,900,27,TARPNetwork.node[12].generic.np,0,854,0,0,84
