run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[30].generic.np,0,1746,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[37].generic.np,0,1747,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[31].generic.np,0,1767,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[32].generic.np,0,1770,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[36].generic.np,0,1747,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[35].generic.np,0,1767,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[41].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[42].generic.np,0,1771,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[40].generic.np,0,1041,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[33].generic.np,0,1041,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[51].generic.np,0,1765,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[44].generic.np,0,1794,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[53].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[52].generic.np,0,1015,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[58].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[57].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[34].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[54].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[47].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[45].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[40].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[46].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[41].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[36].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[35].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[37].generic.np,0,1784,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[42].generic.np,0,1779,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[44].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[39].generic.np,0,1041,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[38].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[43].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-73-20220108-18:55:12-14816,900,13,TARPNetwork.node[43].generic.np,0,1785,0,0,0
RandomWaypointMobility-DD-66-20220108-18:46:41-14816,900,6,TARPNetwork.node[56].generic.np,0,1772,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[35].generic.np,0,185,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[28].generic.np,0,1038,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[34].generic.np,0,1016,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[33].generic.np,0,1038,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[29].generic.np,0,1038,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[30].generic.np,0,1028,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[25].generic.np,0,133,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[23].generic.np,0,1038,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[24].generic.np,0,1016,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[32].generic.np,0,1038,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[14].generic.np,0,1030,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[21].generic.np,0,1033,0,0,0
RandomWaypointMobility-DD-64-20220108-18:44:37-14816,900,4,TARPNetwork.node[13].generic.np,0,1021,0,0,0
