run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[9].generic.np,0,1238,0,0,194
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[6].generic.np,0,960,0,0,472
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[7].generic.np,0,1082,0,0,336
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[8].generic.np,0,1152,0,0,274
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[3].generic.np,0,1167,0,0,262
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[10].generic.np,0,910,0,0,430
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[4].generic.np,0,1346,0,0,83
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[2].generic.np,0,1144,0,0,270
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[15].generic.np,0,1220,0,0,197
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[11].generic.np,0,901,0,0,499
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[5].generic.np,0,960,0,0,468
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[9].generic.np,0,954,0,0,415
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[17].generic.np,2.5973534971645,0,529,900,0
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[16].generic.np,0,1202,0,0,204
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[12].generic.np,0,897,0,0,523
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[18].generic.np,0,1138,0,0,277
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[19].generic.np,0,1145,0,0,259
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[13].generic.np,0,1078,0,0,352
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[14].generic.np,0,1110,0,0,321
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[13].generic.np,0,1281,0,0,179
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[16].generic.np,0,1130,0,0,283
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[15].generic.np,0,945,0,0,424
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[13].generic.np,0,1083,0,0,339
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[14].generic.np,0,1067,0,0,322
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[17].generic.np,2.4291262135922,0,515,900,0
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[11].generic.np,0,1104,0,0,315
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[12].generic.np,0,1045,0,0,345
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[10].generic.np,0,1064,0,0,320
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[18].generic.np,0,1055,0,0,342
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[24].generic.np,0,1116,0,0,300
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[22].generic.np,1.5205784204672,0,899,899,0
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[23].generic.np,0,1038,0,0,334
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[13].generic.np,0,1192,0,0,217
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[0].generic.np,0,965,0,0,447
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[1].generic.np,0,1134,0,0,304
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[20].generic.np,0,1016,0,0,352
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[20].generic.np,0,1197,0,0,222
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[19].generic.np,0,1172,0,0,215
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[20].generic.np,0,1064,0,0,358
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[21].generic.np,0,1113,0,0,298
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[19].generic.np,0,1014,0,0,396
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[17].generic.np,2.309963099631,0,542,900,0
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[18].generic.np,0,1090,0,0,307
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[20].generic.np,0,773,0,0,581
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[21].generic.np,0,1119,0,0,299
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[15].generic.np,0,980,0,0,396
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[16].generic.np,0,881,0,0,530
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[14].generic.np,0,912,0,0,464
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[22].generic.np,1.4631696428571,0,896,896,0
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[14].generic.np,0,1290,0,0,187
RandomWaypointMobility-SPD-B-20-20220213-17:58:05-10940,0,20,TARPNetwork.node[21].generic.np,0,1081,0,0,375
RandomWaypointMobility-SPD-B-20-20220213-17:58:05-10940,0,20,TARPNetwork.node[23].generic.np,0,1024,0,0,414
RandomWaypointMobility-SPD-B-20-20220213-17:58:05-10940,0,20,TARPNetwork.node[22].generic.np,1.6451612903226,0,899,899,0
RandomWaypointMobility-SPD-B-20-20220213-17:58:05-10940,0,20,TARPNetwork.node[20].generic.np,0,1066,0,0,358
RandomWaypointMobility-SPD-B-20-20220213-17:58:05-10940,0,20,TARPNetwork.node[19].generic.np,0,1199,0,0,258
RandomWaypointMobility-SPD-B-3-20220213-17:54:53-10940,0,3,TARPNetwork.node[0].generic.np,0,1008,0,0,428
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[23].generic.np,0,982,0,0,382
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[24].generic.np,0,1225,0,0,184
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[10].generic.np,0,1205,0,0,199
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[1].generic.np,0,946,0,0,452
RandomWaypointMobility-SPD-B-20-20220213-17:58:05-10940,0,20,TARPNetwork.node[24].generic.np,0,1202,0,0,236
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[24].generic.np,0,1214,0,0,200
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[0].generic.np,0,1030,0,0,377
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[6].generic.np,0,1061,0,0,315
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[2].generic.np,0,966,0,0,416
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[3].generic.np,0,1075,0,0,325
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[23].generic.np,0,1025,0,0,392
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[21].generic.np,0,935,0,0,485
RandomWaypointMobility-SPD-B-17-20220213-17:57:28-10940,0,17,TARPNetwork.node[22].generic.np,1.758389261745,0,894,894,0
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[4].generic.np,0,1106,0,0,305
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[9].generic.np,0,1114,0,0,282
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[8].generic.np,0,978,0,0,453
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[11].generic.np,0,982,0,0,415
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[12].generic.np,0,896,0,0,485
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[5].generic.np,0,1048,0,0,344
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[11].generic.np,0,1067,0,0,364
RandomWaypointMobility-SPD-B-25-20220213-17:59:05-10940,0,25,TARPNetwork.node[7].generic.np,0,1192,0,0,205
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[12].generic.np,0,1237,0,0,207
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[9].generic.np,0,810,0,0,609
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[10].generic.np,0,960,0,0,450
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[16].generic.np,0,1159,0,0,248
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[8].generic.np,0,1051,0,0,375
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[7].generic.np,0,1011,0,0,448
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[5].generic.np,0,956,0,0,470
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[6].generic.np,0,1263,0,0,209
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[17].generic.np,2.3568965517241,0,580,900,0
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[21].generic.np,0,1268,0,0,189
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[18].generic.np,0,965,0,0,458
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[19].generic.np,0,897,0,0,556
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[23].generic.np,0,1124,0,0,335
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[20].generic.np,0,1074,0,0,389
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[22].generic.np,1.5731981981982,0,888,888,0
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[15].generic.np,0,1178,0,0,268
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[18].generic.np,0,1013,0,0,347
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[19].generic.np,0,980,0,0,424
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[16].generic.np,0,1004,0,0,389
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[17].generic.np,2.3515037593985,0,532,900,0
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[21].generic.np,0,1025,0,0,386
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[14].generic.np,0,869,0,0,494
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[12].generic.np,0,953,0,0,372
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[13].generic.np,0,1036,0,0,355
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[1].generic.np,0,1016,0,0,436
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[15].generic.np,0,1084,0,0,326
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[3].generic.np,0,915,0,0,485
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[0].generic.np,0,1020,0,0,415
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[23].generic.np,0,1143,0,0,332
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[4].generic.np,0,1162,0,0,278
RandomWaypointMobility-SPD-B-23-20220213-17:58:40-10940,0,23,TARPNetwork.node[2].generic.np,0,1036,0,0,417
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[6].generic.np,0,967,0,0,398
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[24].generic.np,0,1134,0,0,344
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[23].generic.np,0,1054,0,0,385
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[22].generic.np,1.5105672969967,0,899,899,0
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[21].generic.np,0,1093,0,0,405
RandomWaypointMobility-SPD-B-12-20220213-17:56:34-10940,0,12,TARPNetwork.node[24].generic.np,0,848,0,0,504
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[22].generic.np,1.8363028953229,0,898,898,0
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[20].generic.np,0,1162,0,0,304
RandomWaypointMobility-SPD-B-6-20220213-17:55:26-10940,0,6,TARPNetwork.node[18].generic.np,0,976,0,0,392
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[18].generic.np,0,1157,0,0,313
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[16].generic.np,0,1374,0,0,115
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[17].generic.np,2.5989492119089,0,571,900,0
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[0].generic.np,0,1162,0,0,233
RandomWaypointMobility-SPD-B-19-20220213-17:57:53-10940,0,19,TARPNetwork.node[19].generic.np,0,1245,0,0,234
RandomWaypointMobility-SPD-B-1-20220213-17:54:32-10940,0,1,TARPNetwork.node[7].generic.np,0,1053,0,0,338
