run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[18].generic.np,0,67,0,0,43
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[7].generic.np,0,20,0,0,38
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[8].generic.np,0,276,0,0,156
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[19].generic.np,0,527,0,0,684
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[17].generic.np,1.3466135458167,0,753,900,0
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[16].generic.np,0,623,0,0,587
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[20].generic.np,0,225,0,0,32
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[5].generic.np,0,473,0,0,167
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[11].generic.np,0,26,0,0,89
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[12].generic.np,0,22,0,0,9
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[6].generic.np,0,41,0,0,31
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[4].generic.np,0,166,0,0,77
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[14].generic.np,0,561,0,0,648
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[34].generic.np,0,292,0,0,870
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[32].generic.np,0,241,0,0,37
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[33].generic.np,0,17,0,0,0
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[31].generic.np,0,101,0,0,1031
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[35].generic.np,0,711,0,0,0
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[29].generic.np,0,739,0,0,55
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[27].generic.np,0,1112,0,0,68
RandomWaypointMobility-SPD-A-81-20220312-12:53:38-23944,900,21,TARPNetwork.node[28].generic.np,0,702,0,0,106
RandomWaypointMobility-SPD-A-64-20220312-12:51:17-23944,900,4,TARPNetwork.node[15].generic.np,0,272,0,0,1292
