run,PauseTime,repetition,Module,meanNbHops,nbDataPacketsForwarded,nbDataPacketsReceived,nbDataPacketsSent,nbSpdDrops
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[14].generic.np,0,40,0,0,128
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[13].generic.np,0,1372,0,0,159
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[14].generic.np,0,667,0,0,613
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[12].generic.np,0,168,0,0,28
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[13].generic.np,0,172,0,0,30
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[10].generic.np,0,546,0,0,628
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[18].generic.np,0,1347,0,0,152
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[19].generic.np,0,1489,0,0,7
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[12].generic.np,0,1230,0,0,194
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[11].generic.np,0,479,0,0,926
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[39].generic.np,0,207,0,0,39
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[15].generic.np,0,1230,0,0,337
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[9].generic.np,0,270,0,0,1300
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[17].generic.np,5.375,0,704,900,0
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[16].generic.np,0,1439,0,0,130
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[2].generic.np,0,206,0,0,0
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[4].generic.np,0,141,0,0,1416
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[3].generic.np,0,1318,0,0,291
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[19].generic.np,0,18,0,0,33
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[11].generic.np,0,1586,0,0,7
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[10].generic.np,0,996,0,0,434
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[18].generic.np,0,1578,0,0,15
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[6].generic.np,0,65,0,0,15
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[34].generic.np,0,1150,0,0,314
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[7].generic.np,0,1163,0,0,280
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[5].generic.np,0,182,0,0,289
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[8].generic.np,0,96,0,0,0
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[32].generic.np,0,1492,0,0,0
RandomWaypointMobility-SPD-B-62-20220312-14:24:37-5012,900,2,TARPNetwork.node[0].generic.np,0,1724,0,0,2
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[30].generic.np,0,1457,0,0,13
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[31].generic.np,0,1344,0,0,76
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[9].generic.np,0,97,0,0,0
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[20].generic.np,0,1460,0,0,0
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[33].generic.np,0,1309,0,0,30
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[16].generic.np,0,79,0,0,0
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[3].generic.np,0,99,0,0,22
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[4].generic.np,0,478,0,0,726
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[17].generic.np,6.8827586206897,0,145,900,0
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[15].generic.np,0,1390,0,0,80
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[1].generic.np,0,69,0,0,0
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[2].generic.np,0,1320,0,0,226
RandomWaypointMobility-SPD-B-60-20220312-14:24:13-5012,900,0,TARPNetwork.node[0].generic.np,0,74,0,0,0
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[26].generic.np,0,204,0,0,0
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[29].generic.np,0,106,0,0,122
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[28].generic.np,0,163,0,0,1060
RandomWaypointMobility-SPD-B-65-20220312-14:25:09-5012,900,5,TARPNetwork.node[27].generic.np,0,1563,0,0,7
