run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-SPD-B-61-20220312-19:30:13-24800,60,1,TARPNetwork.node[22].app[0],685,685000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-82-20220312-19:34:57-24800,60,22,TARPNetwork.node[17].app[0],NaN,NaN,388,388000,388,900,900,900000
RandomWaypointMobility-SPD-B-82-20220312-19:34:57-24800,60,22,TARPNetwork.node[22].app[0],534,534000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-71-20220312-19:32:24-24800,60,11,TARPNetwork.node[22].app[0],667,667000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-81-20220312-19:34:43-24800,60,21,TARPNetwork.node[17].app[0],NaN,NaN,385,385000,385,900,900,900000
RandomWaypointMobility-SPD-B-77-20220312-19:33:49-24800,60,17,TARPNetwork.node[17].app[0],NaN,NaN,426,426000,426,900,900,900000
RandomWaypointMobility-SPD-B-76-20220312-19:33:36-24800,60,16,TARPNetwork.node[22].app[0],686,686000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-76-20220312-19:33:36-24800,60,16,TARPNetwork.node[17].app[0],NaN,NaN,408,408000,408,900,900,900000
RandomWaypointMobility-SPD-B-77-20220312-19:33:49-24800,60,17,TARPNetwork.node[22].app[0],569,569000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-85-20220312-19:35:38-24800,60,25,TARPNetwork.node[22].app[0],717,717000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-61-20220312-19:30:13-24800,60,1,TARPNetwork.node[17].app[0],NaN,NaN,431,431000,431,900,900,900000
RandomWaypointMobility-SPD-B-71-20220312-19:32:24-24800,60,11,TARPNetwork.node[17].app[0],NaN,NaN,457,457000,457,900,900,900000
RandomWaypointMobility-SPD-B-72-20220312-19:32:39-24800,60,12,TARPNetwork.node[22].app[0],482,482000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-62-20220312-19:30:26-24800,60,2,TARPNetwork.node[22].app[0],505,505000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-72-20220312-19:32:39-24800,60,12,TARPNetwork.node[17].app[0],NaN,NaN,368,368000,368,900,900,900000
RandomWaypointMobility-SPD-B-62-20220312-19:30:26-24800,60,2,TARPNetwork.node[17].app[0],NaN,NaN,279,279000,279,900,900,900000
RandomWaypointMobility-SPD-B-81-20220312-19:34:43-24800,60,21,TARPNetwork.node[22].app[0],585,585000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-88-20220312-19:36:18-24800,60,28,TARPNetwork.node[17].app[0],NaN,NaN,212,212000,212,900,900,900000
RandomWaypointMobility-SPD-B-60-20220312-19:29:59-24800,60,0,TARPNetwork.node[17].app[0],NaN,NaN,299,299000,299,900,900,900000
RandomWaypointMobility-SPD-B-73-20220312-19:32:50-24800,60,13,TARPNetwork.node[17].app[0],NaN,NaN,345,345000,345,900,900,900000
RandomWaypointMobility-SPD-B-73-20220312-19:32:50-24800,60,13,TARPNetwork.node[22].app[0],574,574000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-88-20220312-19:36:18-24800,60,28,TARPNetwork.node[22].app[0],335,335000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-80-20220312-19:34:31-24800,60,20,TARPNetwork.node[17].app[0],NaN,NaN,319,319000,319,900,900,900000
