run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-DD-69-20211203-22:32:53-24452,100,9,TARPNetwork.node[17].app[0],NaN,NaN,564,564000,564,900,900,900000
RandomWaypointMobility-DD-78-20211203-22:57:16-24452,100,18,TARPNetwork.node[17].app[0],NaN,NaN,693,693000,693,900,900,900000
RandomWaypointMobility-DD-82-20211203-23:08:34-24452,100,22,TARPNetwork.node[17].app[0],NaN,NaN,787,787000,787,900,900,900000
RandomWaypointMobility-DD-78-20211203-22:57:16-24452,100,18,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-82-20211203-23:08:34-24452,100,22,TARPNetwork.node[22].app[0],889,889000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-86-20211203-23:19:05-24452,100,26,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-65-20211203-22:21:50-24452,100,5,TARPNetwork.node[17].app[0],NaN,NaN,605,605000,605,900,900,900000
RandomWaypointMobility-DD-60-20211203-22:08:40-24452,100,0,TARPNetwork.node[17].app[0],NaN,NaN,756,756000,756,900,900,900000
RandomWaypointMobility-DD-60-20211203-22:08:40-24452,100,0,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-67-20211203-22:27:06-24452,100,7,TARPNetwork.node[17].app[0],NaN,NaN,782,782000,782,900,900,900000
RandomWaypointMobility-DD-65-20211203-22:21:50-24452,100,5,TARPNetwork.node[22].app[0],861,861000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-84-20211203-23:14:05-24452,100,24,TARPNetwork.node[17].app[0],NaN,NaN,646,646000,646,900,900,900000
RandomWaypointMobility-DD-84-20211203-23:14:05-24452,100,24,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-76-20211203-22:51:30-24452,100,16,TARPNetwork.node[17].app[0],NaN,NaN,743,743000,743,900,900,900000
RandomWaypointMobility-DD-69-20211203-22:32:53-24452,100,9,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-76-20211203-22:51:30-24452,100,16,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-86-20211203-23:19:05-24452,100,26,TARPNetwork.node[17].app[0],NaN,NaN,661,661000,661,900,900,900000
