run,PauseTime,repetition,Module,nbDataPacketsForwarded
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[23].generic.np,215
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[18].generic.np,230
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[19].generic.np,688
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[20].generic.np,487
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[21].generic.np,304
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[29].generic.np,481
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[39].generic.np,365
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[50].generic.np,510
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[49].generic.np,457
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[48].generic.np,808
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[47].generic.np,479
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[46].generic.np,643
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[45].generic.np,656
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[44].generic.np,563
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[43].generic.np,819
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[42].generic.np,663
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[41].generic.np,530
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[40].generic.np,809
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[51].generic.np,756
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[38].generic.np,591
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[37].generic.np,691
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[36].generic.np,894
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[35].generic.np,646
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[34].generic.np,614
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[33].generic.np,575
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[32].generic.np,574
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[31].generic.np,589
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[30].generic.np,474
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[44].generic.np,329
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[4].generic.np,376
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[15].generic.np,195
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[14].generic.np,518
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[13].generic.np,542
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[12].generic.np,372
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[11].generic.np,390
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[10].generic.np,443
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[9].generic.np,414
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[8].generic.np,249
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[7].generic.np,611
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[6].generic.np,243
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[5].generic.np,367
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[16].generic.np,747
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[3].generic.np,415
RandomWaypointMobility-SPD-A-43-20211130-20:08:09-21420,50,13,TARPNetwork.node[2].generic.np,414
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[59].generic.np,676
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[58].generic.np,649
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[57].generic.np,709
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[56].generic.np,523
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[55].generic.np,528
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[54].generic.np,645
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[53].generic.np,887
RandomWaypointMobility-SPD-A-46-20211130-20:09:29-21420,50,16,TARPNetwork.node[52].generic.np,723
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[14].generic.np,851
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[24].generic.np,408
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[23].generic.np,709
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[21].generic.np,461
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[20].generic.np,227
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[19].generic.np,1033
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[18].generic.np,444
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[16].generic.np,815
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[15].generic.np,379
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[25].generic.np,543
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[13].generic.np,592
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[12].generic.np,519
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[11].generic.np,654
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[10].generic.np,469
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[9].generic.np,423
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[8].generic.np,669
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[7].generic.np,404
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[6].generic.np,414
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[5].generic.np,720
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[35].generic.np,956
RandomWaypointMobility-SPD-A-58-20211130-20:14:47-21420,50,28,TARPNetwork.node[7].generic.np,491
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[43].generic.np,215
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[42].generic.np,686
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[41].generic.np,602
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[40].generic.np,799
RandomWaypointMobility-SPD-A-38-20211130-20:05:46-21420,50,8,TARPNetwork.node[39].generic.np,483
