run,PauseTime,repetition,Module,nbDataPacketsForwarded
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[15].generic.np,1502
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[16].generic.np,1583
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[17].generic.np,0
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[18].generic.np,1542
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[19].generic.np,1612
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[20].generic.np,1601
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[21].generic.np,1616
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[22].generic.np,0
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[23].generic.np,1567
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[24].generic.np,1539
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[25].generic.np,1587
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[26].generic.np,1587
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[27].generic.np,1605
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[28].generic.np,1587
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[29].generic.np,1602
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[14].generic.np,1293
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[13].generic.np,1603
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[12].generic.np,1593
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[11].generic.np,1589
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[10].generic.np,1610
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[9].generic.np,1546
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[8].generic.np,1563
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[7].generic.np,1612
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[6].generic.np,1531
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[5].generic.np,1606
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[4].generic.np,1561
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[3].generic.np,1567
RandomWaypointMobility-DD-47-20211129-23:06:41-25644,50,17,TARPNetwork.node[2].generic.np,1605
