run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-DD-40-20211009-18:24:49-15116,600,10,TARPNetwork.node[17].app[0],NaN,NaN,835,835000,835,900,900,900000
RandomWaypointMobility-DD-40-20211009-18:24:49-15116,600,10,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-58-20211009-18:29:04-9976,600,28,TARPNetwork.node[17].app[0],NaN,NaN,786,786000,786,900,900,900000
RandomWaypointMobility-DD-58-20211009-18:29:04-9976,600,28,TARPNetwork.node[22].app[0],845,845000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-47-20211009-18:12:33-9976,600,17,TARPNetwork.node[17].app[0],NaN,NaN,756,756000,756,900,900,900000
RandomWaypointMobility-DD-35-20211009-18:17:14-15116,600,5,TARPNetwork.node[17].app[0],NaN,NaN,846,846000,846,900,900,900000
RandomWaypointMobility-DD-35-20211009-18:17:14-15116,600,5,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-48-20211009-18:14:00-9976,600,18,TARPNetwork.node[17].app[0],NaN,NaN,847,847000,847,900,900,900000
RandomWaypointMobility-DD-48-20211009-18:14:00-9976,600,18,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-31-20211009-18:11:18-15116,600,1,TARPNetwork.node[17].app[0],NaN,NaN,776,776000,776,900,900,900000
RandomWaypointMobility-DD-44-20211009-18:30:42-15116,600,14,TARPNetwork.node[17].app[0],NaN,NaN,813,813000,813,900,900,900000
RandomWaypointMobility-DD-31-20211009-18:11:18-15116,600,1,TARPNetwork.node[22].app[0],864,864000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-51-20211009-18:18:46-9976,600,21,TARPNetwork.node[17].app[0],NaN,NaN,815,815000,815,900,900,900000
RandomWaypointMobility-DD-51-20211009-18:18:46-9976,600,21,TARPNetwork.node[22].app[0],877,877000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-49-20211009-18:15:37-9976,600,19,TARPNetwork.node[17].app[0],NaN,NaN,808,808000,808,900,900,900000
RandomWaypointMobility-DD-49-20211009-18:15:37-9976,600,19,TARPNetwork.node[22].app[0],887,887000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-36-20211009-18:18:45-15116,600,6,TARPNetwork.node[17].app[0],NaN,NaN,795,795000,795,900,900,900000
RandomWaypointMobility-DD-36-20211009-18:18:45-15116,600,6,TARPNetwork.node[22].app[0],897,897000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-41-20211009-18:26:24-15116,600,11,TARPNetwork.node[17].app[0],NaN,NaN,671,671000,671,900,900,900000
RandomWaypointMobility-DD-57-20211009-18:27:40-9976,600,27,TARPNetwork.node[22].app[0],842,842000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-57-20211009-18:27:40-9976,600,27,TARPNetwork.node[17].app[0],NaN,NaN,673,673000,673,900,900,900000
RandomWaypointMobility-DD-46-20211009-18:11:22-9976,600,16,TARPNetwork.node[17].app[0],NaN,NaN,294,294000,294,900,900,900000
RandomWaypointMobility-DD-41-20211009-18:26:24-15116,600,11,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-52-20211009-18:20:19-9976,600,22,TARPNetwork.node[17].app[0],NaN,NaN,784,784000,784,900,900,900000
RandomWaypointMobility-DD-52-20211009-18:20:19-9976,600,22,TARPNetwork.node[22].app[0],854,854000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-59-20211009-18:30:32-9976,600,29,TARPNetwork.node[17].app[0],NaN,NaN,739,739000,739,900,900,900000
RandomWaypointMobility-DD-37-20211009-18:20:24-15116,600,7,TARPNetwork.node[17].app[0],NaN,NaN,806,806000,806,900,900,900000
RandomWaypointMobility-DD-59-20211009-18:30:32-9976,600,29,TARPNetwork.node[22].app[0],844,844000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-50-20211009-18:17:14-9976,600,20,TARPNetwork.node[22].app[0],860,860000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-50-20211009-18:17:14-9976,600,20,TARPNetwork.node[17].app[0],NaN,NaN,826,826000,826,900,900,900000
RandomWaypointMobility-DD-37-20211009-18:20:24-15116,600,7,TARPNetwork.node[22].app[0],885,885000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-46-20211009-18:11:22-9976,600,16,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-34-20211009-18:16:00-15116,600,4,TARPNetwork.node[17].app[0],NaN,NaN,740,740000,740,900,900,900000
RandomWaypointMobility-DD-56-20211009-18:26:03-9976,600,26,TARPNetwork.node[17].app[0],NaN,NaN,822,822000,822,900,900,900000
RandomWaypointMobility-DD-56-20211009-18:26:03-9976,600,26,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-33-20211009-18:14:28-15116,600,3,TARPNetwork.node[17].app[0],NaN,NaN,755,755000,755,900,900,900000
RandomWaypointMobility-DD-55-20211009-18:24:27-9976,600,25,TARPNetwork.node[17].app[0],NaN,NaN,824,824000,824,900,900,900000
RandomWaypointMobility-DD-55-20211009-18:24:27-9976,600,25,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-34-20211009-18:16:00-15116,600,4,TARPNetwork.node[22].app[0],818,818000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-32-20211009-18:12:51-15116,600,2,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-32-20211009-18:12:51-15116,600,2,TARPNetwork.node[17].app[0],NaN,NaN,779,779000,779,900,900,900000
RandomWaypointMobility-DD-43-20211009-18:29:02-15116,600,13,TARPNetwork.node[17].app[0],NaN,NaN,825,825000,825,900,900,900000
RandomWaypointMobility-DD-42-20211009-18:27:54-15116,600,12,TARPNetwork.node[17].app[0],NaN,NaN,373,373000,373,900,900,900000
RandomWaypointMobility-DD-54-20211009-18:22:49-9976,600,24,TARPNetwork.node[17].app[0],NaN,NaN,781,781000,781,900,900,900000
RandomWaypointMobility-DD-54-20211009-18:22:49-9976,600,24,TARPNetwork.node[22].app[0],889,889000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-44-20211009-18:30:42-15116,600,14,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-42-20211009-18:27:54-15116,600,12,TARPNetwork.node[22].app[0],882,882000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-33-20211009-18:14:28-15116,600,3,TARPNetwork.node[22].app[0],867,867000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-39-20211009-18:23:19-15116,600,9,TARPNetwork.node[17].app[0],NaN,NaN,721,721000,721,900,900,900000
RandomWaypointMobility-DD-30-20211009-18:10:03-15116,600,0,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-45-20211009-18:10:03-9976,600,15,TARPNetwork.node[22].app[0],702,702000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-45-20211009-18:10:03-9976,600,15,TARPNetwork.node[17].app[0],NaN,NaN,652,652000,652,900,900,900000
RandomWaypointMobility-DD-47-20211009-18:12:33-9976,600,17,TARPNetwork.node[22].app[0],898,898000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-38-20211009-18:21:46-15116,600,8,TARPNetwork.node[17].app[0],NaN,NaN,819,819000,819,900,900,900000
RandomWaypointMobility-DD-38-20211009-18:21:46-15116,600,8,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-43-20211009-18:29:02-15116,600,13,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-53-20211009-18:21:48-9976,600,23,TARPNetwork.node[17].app[0],NaN,NaN,269,269000,269,900,900,900000
RandomWaypointMobility-DD-53-20211009-18:21:48-9976,600,23,TARPNetwork.node[22].app[0],829,829000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-39-20211009-18:23:19-15116,600,9,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-30-20211009-18:10:03-15116,600,0,TARPNetwork.node[17].app[0],NaN,NaN,757,757000,757,900,900,900000
