run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-SPD-B-72-20211009-16:22:49-26412,900,12,TARPNetwork.node[17].app[0],NaN,NaN,855,855000,855,900,900,900000
RandomWaypointMobility-SPD-B-69-20211009-16:20:51-26412,900,9,TARPNetwork.node[17].app[0],NaN,NaN,866,866000,866,900,900,900000
RandomWaypointMobility-SPD-B-69-20211009-16:20:51-26412,900,9,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-64-20211009-16:17:41-26412,900,4,TARPNetwork.node[17].app[0],NaN,NaN,853,853000,853,900,900,900000
RandomWaypointMobility-SPD-B-84-20211009-16:21:34-11064,900,24,TARPNetwork.node[17].app[0],NaN,NaN,760,760000,760,900,900,900000
RandomWaypointMobility-SPD-B-60-20211009-16:15:36-26412,900,0,TARPNetwork.node[17].app[0],NaN,NaN,829,829000,829,900,900,900000
RandomWaypointMobility-SPD-B-60-20211009-16:15:36-26412,900,0,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-72-20211009-16:22:49-26412,900,12,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-76-20211009-16:16:29-11064,900,16,TARPNetwork.node[17].app[0],NaN,NaN,840,840000,840,900,900,900000
RandomWaypointMobility-SPD-B-76-20211009-16:16:29-11064,900,16,TARPNetwork.node[22].app[0],884,884000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-73-20211009-16:23:19-26412,900,13,TARPNetwork.node[17].app[0],NaN,NaN,848,848000,848,900,900,900000
RandomWaypointMobility-SPD-B-86-20211009-16:22:55-11064,900,26,TARPNetwork.node[17].app[0],NaN,NaN,847,847000,847,900,900,900000
RandomWaypointMobility-SPD-B-75-20211009-16:15:36-11064,900,15,TARPNetwork.node[17].app[0],NaN,NaN,789,789000,789,900,900,900000
RandomWaypointMobility-SPD-B-75-20211009-16:15:36-11064,900,15,TARPNetwork.node[22].app[0],875,875000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-89-20211009-16:24:29-11064,900,29,TARPNetwork.node[17].app[0],NaN,NaN,817,817000,817,900,900,900000
RandomWaypointMobility-SPD-B-86-20211009-16:22:55-11064,900,26,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-89-20211009-16:24:29-11064,900,29,TARPNetwork.node[22].app[0],897,897000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-78-20211009-16:17:17-11064,900,18,TARPNetwork.node[17].app[0],NaN,NaN,809,809000,809,900,900,900000
RandomWaypointMobility-SPD-B-78-20211009-16:17:17-11064,900,18,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-61-20211009-16:15:58-26412,900,1,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-61-20211009-16:15:58-26412,900,1,TARPNetwork.node[17].app[0],NaN,NaN,134,134000,134,900,900,900000
RandomWaypointMobility-SPD-B-70-20211009-16:21:42-26412,900,10,TARPNetwork.node[17].app[0],NaN,NaN,93,93000,93,900,900,900000
RandomWaypointMobility-SPD-B-64-20211009-16:17:41-26412,900,4,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-63-20211009-16:17:02-26412,900,3,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-B-63-20211009-16:17:02-26412,900,3,TARPNetwork.node[17].app[0],NaN,NaN,801,801000,801,900,900,900000
