run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-SPD-87-20211009-14:45:42-5776,100,27,TARPNetwork.node[17].app[0],NaN,NaN,474,474000,474,900,900,900000
RandomWaypointMobility-SPD-72-20211009-14:45:45-12044,100,12,TARPNetwork.node[22].app[0],721,721000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-72-20211009-14:45:45-12044,100,12,TARPNetwork.node[17].app[0],NaN,NaN,454,454000,454,900,900,900000
RandomWaypointMobility-SPD-75-20211009-14:40:09-5776,100,15,TARPNetwork.node[17].app[0],NaN,NaN,372,372000,372,900,900,900000
RandomWaypointMobility-SPD-80-20211009-14:42:33-5776,100,20,TARPNetwork.node[17].app[0],NaN,NaN,520,520000,520,900,900,900000
RandomWaypointMobility-SPD-87-20211009-14:45:42-5776,100,27,TARPNetwork.node[22].app[0],755,755000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-76-20211009-14:40:46-5776,100,16,TARPNetwork.node[22].app[0],672,672000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-76-20211009-14:40:46-5776,100,16,TARPNetwork.node[17].app[0],NaN,NaN,440,440000,440,900,900,900000
RandomWaypointMobility-SPD-74-20211009-14:46:39-12044,100,14,TARPNetwork.node[17].app[0],NaN,NaN,515,515000,515,900,900,900000
RandomWaypointMobility-SPD-74-20211009-14:46:39-12044,100,14,TARPNetwork.node[22].app[0],652,652000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-67-20211009-14:43:23-12044,100,7,TARPNetwork.node[17].app[0],NaN,NaN,509,509000,509,900,900,900000
RandomWaypointMobility-SPD-67-20211009-14:43:23-12044,100,7,TARPNetwork.node[22].app[0],826,826000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-75-20211009-14:40:09-5776,100,15,TARPNetwork.node[22].app[0],760,760000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-68-20211009-14:43:57-12044,100,8,TARPNetwork.node[17].app[0],NaN,NaN,533,533000,533,900,900,900000
RandomWaypointMobility-SPD-63-20211009-14:41:40-12044,100,3,TARPNetwork.node[17].app[0],NaN,NaN,452,452000,452,900,900,900000
RandomWaypointMobility-SPD-65-20211009-14:42:35-12044,100,5,TARPNetwork.node[17].app[0],NaN,NaN,512,512000,512,900,900,900000
RandomWaypointMobility-SPD-65-20211009-14:42:35-12044,100,5,TARPNetwork.node[22].app[0],784,784000,NaN,NaN,NaN,NaN,NaN,NaN
