run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-SPD-0-60-20211009-16:48:54-7436,100,0,TARPNetwork.node[17].app[0],NaN,NaN,174,174000,174,900,900,900000
RandomWaypointMobility-SPD-0-60-20211009-16:48:54-7436,100,0,TARPNetwork.node[22].app[0],536,536000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-86-20211009-16:52:04-2116,100,26,TARPNetwork.node[22].app[0],300,300000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-69-20211009-16:51:57-7436,100,9,TARPNetwork.node[22].app[0],656,656000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-69-20211009-16:51:57-7436,100,9,TARPNetwork.node[17].app[0],NaN,NaN,288,288000,288,900,900,900000
RandomWaypointMobility-SPD-0-81-20211009-16:50:35-2116,100,21,TARPNetwork.node[17].app[0],NaN,NaN,105,105000,105,900,900,900000
RandomWaypointMobility-SPD-0-82-20211009-16:50:55-2116,100,22,TARPNetwork.node[22].app[0],563,563000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-82-20211009-16:50:55-2116,100,22,TARPNetwork.node[17].app[0],NaN,NaN,272,272000,272,900,900,900000
RandomWaypointMobility-SPD-0-81-20211009-16:50:35-2116,100,21,TARPNetwork.node[22].app[0],279,279000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-73-20211009-16:53:13-7436,100,13,TARPNetwork.node[17].app[0],NaN,NaN,96,96000,96,900,900,900000
RandomWaypointMobility-SPD-0-73-20211009-16:53:13-7436,100,13,TARPNetwork.node[22].app[0],277,277000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-86-20211009-16:52:04-2116,100,26,TARPNetwork.node[17].app[0],NaN,NaN,159,159000,159,900,900,900000
RandomWaypointMobility-SPD-0-67-20211009-16:51:26-7436,100,7,TARPNetwork.node[17].app[0],NaN,NaN,125,125000,125,900,900,900000
RandomWaypointMobility-SPD-0-77-20211009-16:49:35-2116,100,17,TARPNetwork.node[22].app[0],840,840000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-62-20211009-16:49:44-7436,100,2,TARPNetwork.node[17].app[0],NaN,NaN,225,225000,225,900,900,900000
RandomWaypointMobility-SPD-0-77-20211009-16:49:35-2116,100,17,TARPNetwork.node[17].app[0],NaN,NaN,527,527000,527,900,900,900000
RandomWaypointMobility-SPD-0-71-20211009-16:52:36-7436,100,11,TARPNetwork.node[17].app[0],NaN,NaN,112,112000,112,900,900,900000
RandomWaypointMobility-SPD-0-75-20211009-16:48:54-2116,100,15,TARPNetwork.node[17].app[0],NaN,NaN,102,102000,102,900,900,900000
RandomWaypointMobility-SPD-0-71-20211009-16:52:36-7436,100,11,TARPNetwork.node[22].app[0],436,436000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-88-20211009-16:52:39-2116,100,28,TARPNetwork.node[17].app[0],NaN,NaN,152,152000,152,900,900,900000
RandomWaypointMobility-SPD-0-88-20211009-16:52:39-2116,100,28,TARPNetwork.node[22].app[0],305,305000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-65-20211009-16:50:52-7436,100,5,TARPNetwork.node[22].app[0],540,540000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-75-20211009-16:48:54-2116,100,15,TARPNetwork.node[22].app[0],459,459000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-67-20211009-16:51:26-7436,100,7,TARPNetwork.node[22].app[0],352,352000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-SPD-0-61-20211009-16:49:26-7436,100,1,TARPNetwork.node[17].app[0],NaN,NaN,126,126000,126,900,900,900000
