run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-DD-39-20220311-19:40:23-13488,600,9,TARPNetwork.node[22].app[0],892,892000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-47-20220311-19:55:46-13488,600,17,TARPNetwork.node[22].app[0],894,894000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-48-20220311-19:57:38-13488,600,18,TARPNetwork.node[17].app[0],NaN,NaN,529,529000,529,900,900,900000
RandomWaypointMobility-DD-48-20220311-19:57:38-13488,600,18,TARPNetwork.node[22].app[0],888,888000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-39-20220311-19:40:23-13488,600,9,TARPNetwork.node[17].app[0],NaN,NaN,721,721000,721,900,900,900000
RandomWaypointMobility-DD-57-20220311-20:14:45-13488,600,27,TARPNetwork.node[17].app[0],NaN,NaN,715,715000,715,900,900,900000
RandomWaypointMobility-DD-42-20220311-19:45:51-13488,600,12,TARPNetwork.node[17].app[0],NaN,NaN,710,710000,710,900,900,900000
RandomWaypointMobility-DD-36-20220311-19:34:43-13488,600,6,TARPNetwork.node[17].app[0],NaN,NaN,734,734000,734,900,900,900000
RandomWaypointMobility-DD-36-20220311-19:34:43-13488,600,6,TARPNetwork.node[22].app[0],897,897000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-57-20220311-20:14:45-13488,600,27,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-45-20220311-19:51:40-13488,600,15,TARPNetwork.node[17].app[0],NaN,NaN,742,742000,742,900,900,900000
RandomWaypointMobility-DD-53-20220311-20:06:56-13488,600,23,TARPNetwork.node[17].app[0],NaN,NaN,778,778000,778,900,900,900000
RandomWaypointMobility-DD-34-20220311-19:31:19-13488,600,4,TARPNetwork.node[22].app[0],864,864000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-34-20220311-19:31:19-13488,600,4,TARPNetwork.node[17].app[0],NaN,NaN,701,701000,701,900,900,900000
RandomWaypointMobility-DD-53-20220311-20:06:56-13488,600,23,TARPNetwork.node[22].app[0],892,892000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-42-20220311-19:45:51-13488,600,12,TARPNetwork.node[22].app[0],895,895000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-58-20220311-20:16:36-13488,600,28,TARPNetwork.node[17].app[0],NaN,NaN,740,740000,740,900,900,900000
RandomWaypointMobility-DD-50-20220311-20:01:28-13488,600,20,TARPNetwork.node[17].app[0],NaN,NaN,686,686000,686,900,900,900000
RandomWaypointMobility-DD-50-20220311-20:01:28-13488,600,20,TARPNetwork.node[22].app[0],897,897000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-58-20220311-20:16:36-13488,600,28,TARPNetwork.node[22].app[0],895,895000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-33-20220311-19:29:25-13488,600,3,TARPNetwork.node[17].app[0],NaN,NaN,773,773000,773,900,900,900000
RandomWaypointMobility-DD-33-20220311-19:29:25-13488,600,3,TARPNetwork.node[22].app[0],889,889000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-41-20220311-19:44:08-13488,600,11,TARPNetwork.node[22].app[0],896,896000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-45-20220311-19:51:40-13488,600,15,TARPNetwork.node[22].app[0],896,896000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-41-20220311-19:44:08-13488,600,11,TARPNetwork.node[17].app[0],NaN,NaN,611,611000,611,900,900,900000
RandomWaypointMobility-DD-30-20220311-19:24:15-13488,600,0,TARPNetwork.node[22].app[0],861,861000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-30-20220311-19:24:15-13488,600,0,TARPNetwork.node[17].app[0],NaN,NaN,413,413000,413,900,900,900000
RandomWaypointMobility-DD-43-20220311-19:47:42-13488,600,13,TARPNetwork.node[17].app[0],NaN,NaN,556,556000,556,900,900,900000
RandomWaypointMobility-DD-32-20220311-19:27:41-13488,600,2,TARPNetwork.node[17].app[0],NaN,NaN,739,739000,739,900,900,900000
RandomWaypointMobility-DD-32-20220311-19:27:41-13488,600,2,TARPNetwork.node[22].app[0],896,896000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-43-20220311-19:47:42-13488,600,13,TARPNetwork.node[22].app[0],892,892000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-31-20220311-19:25:46-13488,600,1,TARPNetwork.node[22].app[0],878,878000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-31-20220311-19:25:46-13488,600,1,TARPNetwork.node[17].app[0],NaN,NaN,809,809000,809,900,900,900000
RandomWaypointMobility-DD-59-20220311-20:18:25-13488,600,29,TARPNetwork.node[22].app[0],884,884000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-59-20220311-20:18:25-13488,600,29,TARPNetwork.node[17].app[0],NaN,NaN,468,468000,468,900,900,900000
RandomWaypointMobility-DD-52-20220311-20:05:15-13488,600,22,TARPNetwork.node[17].app[0],NaN,NaN,515,515000,515,900,900,900000
RandomWaypointMobility-DD-44-20220311-19:49:46-13488,600,14,TARPNetwork.node[17].app[0],NaN,NaN,645,645000,645,900,900,900000
RandomWaypointMobility-DD-44-20220311-19:49:46-13488,600,14,TARPNetwork.node[22].app[0],872,872000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-52-20220311-20:05:15-13488,600,22,TARPNetwork.node[22].app[0],885,885000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-35-20220311-19:32:58-13488,600,5,TARPNetwork.node[22].app[0],891,891000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-35-20220311-19:32:58-13488,600,5,TARPNetwork.node[17].app[0],NaN,NaN,637,637000,637,900,900,900000
RandomWaypointMobility-DD-55-20220311-20:11:00-13488,600,25,TARPNetwork.node[17].app[0],NaN,NaN,532,532000,532,900,900,900000
RandomWaypointMobility-DD-38-20220311-19:38:27-13488,600,8,TARPNetwork.node[17].app[0],NaN,NaN,774,774000,774,900,900,900000
RandomWaypointMobility-DD-40-20220311-19:42:10-13488,600,10,TARPNetwork.node[17].app[0],NaN,NaN,821,821000,821,900,900,900000
RandomWaypointMobility-DD-40-20220311-19:42:10-13488,600,10,TARPNetwork.node[22].app[0],896,896000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-55-20220311-20:11:00-13488,600,25,TARPNetwork.node[22].app[0],894,894000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-47-20220311-19:55:46-13488,600,17,TARPNetwork.node[17].app[0],NaN,NaN,781,781000,781,900,900,900000
RandomWaypointMobility-DD-49-20220311-19:59:21-13488,600,19,TARPNetwork.node[17].app[0],NaN,NaN,822,822000,822,900,900,900000
RandomWaypointMobility-DD-51-20220311-20:03:12-13488,600,21,TARPNetwork.node[17].app[0],NaN,NaN,770,770000,770,900,900,900000
RandomWaypointMobility-DD-51-20220311-20:03:12-13488,600,21,TARPNetwork.node[22].app[0],863,863000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-49-20220311-19:59:21-13488,600,19,TARPNetwork.node[22].app[0],874,874000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-38-20220311-19:38:27-13488,600,8,TARPNetwork.node[22].app[0],894,894000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-54-20220311-20:09:02-13488,600,24,TARPNetwork.node[17].app[0],NaN,NaN,741,741000,741,900,900,900000
RandomWaypointMobility-DD-46-20220311-19:53:37-13488,600,16,TARPNetwork.node[17].app[0],NaN,NaN,811,811000,811,900,900,900000
RandomWaypointMobility-DD-37-20220311-19:36:35-13488,600,7,TARPNetwork.node[17].app[0],NaN,NaN,746,746000,746,900,900,900000
RandomWaypointMobility-DD-37-20220311-19:36:35-13488,600,7,TARPNetwork.node[22].app[0],898,898000,NaN,NaN,NaN,NaN,NaN,NaN
