run,PauseTime,repetition,Module,echoedPk:count,echoedPk:sum(packetBytes),packetReceived:count,packetReceived:sum(packetBytes),packets received,packets sent,packetSent:count,packetSent:sum(packetBytes)
RandomWaypointMobility-DD-79-20220217-18:55:42-27944,60,19,TARPNetwork.node[17].app[0],NaN,NaN,544,544000,544,900,900,900000
RandomWaypointMobility-DD-89-20220217-18:58:02-27944,60,29,TARPNetwork.node[17].app[0],NaN,NaN,680,680000,680,900,900,900000
RandomWaypointMobility-DD-63-20220217-18:52:04-27944,60,3,TARPNetwork.node[17].app[0],NaN,NaN,610,610000,610,900,900,900000
RandomWaypointMobility-DD-63-20220217-18:52:04-27944,60,3,TARPNetwork.node[22].app[0],881,881000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-89-20220217-18:58:02-27944,60,29,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-76-20220217-18:54:58-27944,60,16,TARPNetwork.node[17].app[0],NaN,NaN,630,630000,630,900,900,900000
RandomWaypointMobility-DD-60-20220217-18:51:23-27944,60,0,TARPNetwork.node[17].app[0],NaN,NaN,620,620000,620,900,900,900000
RandomWaypointMobility-DD-60-20220217-18:51:23-27944,60,0,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-76-20220217-18:54:58-27944,60,16,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-75-20220217-18:54:45-27944,60,15,TARPNetwork.node[17].app[0],NaN,NaN,611,611000,611,900,900,900000
RandomWaypointMobility-DD-62-20220217-18:51:51-27944,60,2,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-74-20220217-18:54:31-27944,60,14,TARPNetwork.node[17].app[0],NaN,NaN,657,657000,657,900,900,900000
RandomWaypointMobility-DD-87-20220217-18:57:35-27944,60,27,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-87-20220217-18:57:35-27944,60,27,TARPNetwork.node[17].app[0],NaN,NaN,667,667000,667,900,900,900000
RandomWaypointMobility-DD-62-20220217-18:51:51-27944,60,2,TARPNetwork.node[17].app[0],NaN,NaN,542,542000,542,900,900,900000
RandomWaypointMobility-DD-72-20220217-18:54:04-27944,60,12,TARPNetwork.node[17].app[0],NaN,NaN,643,643000,643,900,900,900000
RandomWaypointMobility-DD-72-20220217-18:54:04-27944,60,12,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-83-20220217-18:56:40-27944,60,23,TARPNetwork.node[17].app[0],NaN,NaN,644,644000,644,900,900,900000
RandomWaypointMobility-DD-74-20220217-18:54:31-27944,60,14,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-83-20220217-18:56:40-27944,60,23,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-68-20220217-18:53:09-27944,60,8,TARPNetwork.node[17].app[0],NaN,NaN,697,697000,697,900,900,900000
RandomWaypointMobility-DD-82-20220217-18:56:24-27944,60,22,TARPNetwork.node[17].app[0],NaN,NaN,674,674000,674,900,900,900000
RandomWaypointMobility-DD-82-20220217-18:56:24-27944,60,22,TARPNetwork.node[22].app[0],887,887000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-68-20220217-18:53:09-27944,60,8,TARPNetwork.node[22].app[0],879,879000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-85-20220217-18:57:08-27944,60,25,TARPNetwork.node[22].app[0],868,868000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-85-20220217-18:57:08-27944,60,25,TARPNetwork.node[17].app[0],NaN,NaN,634,634000,634,900,900,900000
RandomWaypointMobility-DD-78-20220217-18:55:27-27944,60,18,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-75-20220217-18:54:45-27944,60,15,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-73-20220217-18:54:18-27944,60,13,TARPNetwork.node[22].app[0],899,899000,NaN,NaN,NaN,NaN,NaN,NaN
RandomWaypointMobility-DD-78-20220217-18:55:27-27944,60,18,TARPNetwork.node[17].app[0],NaN,NaN,623,623000,623,900,900,900000
RandomWaypointMobility-DD-73-20220217-18:54:18-27944,60,13,TARPNetwork.node[17].app[0],NaN,NaN,612,612000,612,900,900,900000
RandomWaypointMobility-DD-77-20220217-18:55:12-27944,60,17,TARPNetwork.node[17].app[0],NaN,NaN,764,764000,764,900,900,900000
